SideEffect ID,Antibiotic ID,SE Name,Pattern,SE Description ,Reference ID
SE332,A010,Hepatitis,Not Specified,Hepatitis is inflammation of the liver. Inflammation is swelling that happens when tissues of the body are injured or infected. It can damage your liver. This swelling and damage can affect how well your liver functions.,"R010
R251"
SE333,A010,Convulsions,Not Specified,"Convulsions can also be called as Seizures. These are symptoms of a brain problem. They happen because of sudden, abnormal electrical activity in the brain. When people think of seizures, they often think of convulsions in which a person's body shakes rapidly and uncontrollably. ","R010
R199"
SE334,A010,Agitation,Not Specified,"Agitation is an unpleasant state of extreme arousal. An agitated person may feel stirred up, excited, tense, confused, or irritable.","R010
R172"
SE335,A010,Syncope,Not Specified,"Syncope is also called Fainting. It is a temporary loss of consciousness. If you're about to faint, you'll feel dizzy, lightheaded, or nauseous. Your field of vision may ""white out"" or ""black out."" Your skin may be cold and clammy. You lose muscle control at the same time, and may fall down.","R010
R178"
SE336,A010,Anxiety,Not Specified,"Anxiety is a feeling of fear, dread, and uneasiness. It might cause you to sweat, feel restless and tense, and have a rapid heartbeat. It can be a normal reaction to stress.","R010
R171"
SE337,A010,Pruritus,Not Specified,Pruritus is an alternative name for Itching. It is a tingling or irritation of the skin that makes you want to scratch the area. Itching may occur all over the body or only in one location.,"R010
R166"
SE338,A010,Erythema Multiforme,Not Specified,Erythema Multiforme is an acute skin reaction that comes form an infection or another trigger. EM is a self-limiting condition. This means it usually resolves on its own without treatment.,"R010
R154"
SE339,A010,Stevens-Johnson Syndrome,Not Specified,"Stevens-Johnson syndrome/toxic epidermal necrolysis (SJS/TEN) is a severe skin reaction most often triggered by particular medications. Although Stevens-Johnson syndrome and toxic epidermal necrolysis were once thought to be separate conditions, they are now considered part of a continuum. Stevens-Johnson Syndrome represents the less severe end of the disease spectrum.","R010
R153"
SE340,A010,Toxic Epidermal Necrolysis,Not Specified,"Stevens-Johnson syndrome/toxic epidermal necrolysis (SJS/TEN) is a severe skin reaction most often triggered by particular medications. Although Stevens-Johnson syndrome and toxic epidermal necrolysis were once thought to be separate conditions, they are now considered part of a continuum. Toxic Epidermal Necrolysis represents the more severe end.","R010
R153"
SE341,A010,Hearing Loss,Not Specified,"Hearing loss means hearing disorders make it hard, but not impossible, to hear.","R010
R250"
SE342,A010,Deafness,Not Specified,Deafness can keep you from hearing sound at all,"R010
R250"
SE343,A010,Tinnitus,Not Specified,"Tinnitus is often described as a ringing in the ears. It also can sound like roaring, clicking, hissing, or buzzing. It may be soft or loud, high pitched or low pitched. You might hear it in either one or both ears.","R010
R251"
SE344,A010,Headache,Not Specified,Headache is the most common form of pain. It's a major reason people miss days at work or school or visit the doctor.,"R010
R159"
SE345,A011,Leukopenia,Very Rare,Leukopenia is a low white blood count.,"R011
R224"
SE346,A011,Hemolytic Anemia,Very Rare,Hemolytic anemia is a condition in which the body does not have enough healthy red blood cells. Red blood cells provide oxygen to body tissues.,"R011
R147"
SE347,A011,Angioneurotic Edema,Very Rare,"Angioneurotic Edema's alternative name is Angioedema. It is swelling that is similar to hives, but the swelling is under the skin instead of on the surface. ","R011
R142"
SE348,A011,Anaphylaxis,Very Rare,"Anaphylaxis is a seroius allergic reaction. It can began very quickly, and symptoms may be life-threatening. ","R011
R143"
SE349,A011,Serum Sickness,Very Rare,"Serum sickness is a reaction that is similar to an allergy. The immune reacts to medicines that contain proteins used to treat immune conditions. It can also react to antiserum, the liquid part of blood that contains antibodies given to a person to help protect them against germs or poisonous substances.","R011
R144"
SE350,A011,Hypersensitivity Vasculitis,Very Rare,"Hypersensitivity vasculitis is an extreme reaction to a medicine, infection, or foreign substance. It leads to inflammation and damage to blood vessels, mainly in the skin. The term is not used much currently because more specific names are considered more precise.","R011
R253"
SE351,A011,Dizziness,Very Rare,"When you're dizzy, you may feel lightheaded, woozy, or disoriented. Diziness usually gets better by itself or is easily treated.","R011
R160"
SE352,A011,Convulsions,Very Rare,"Convulsions can also be called as Seizures. These are symptoms of a brain problem. They happen because of sudden, abnormal electrical activity in the brain. When people think of seizures, they often think of convulsions in which a person's body shakes rapidly and uncontrollably. ","R011
R199"
SE353,A011,Mucocutaneous Candidiasis,Very Rare,"Mucocutaneous candidiasis is a pattern of recurrent and persistent infections of the skin, the nails, and the moist lining of body cavities (mucous membranes).","R011
R254"
SE354,A011,Diarrhea,Common,"Diarrhea is loose, watery stools (bowel movements).","R011
R134"
SE355,A011,Nausea,Common,"Nausea is when you feel sick to your stomach, as if you are going to throw up.","R011
R133"
SE356,A011,Vomiting,Uncommon,Vomiting is when you throw up.,"R011
R133"
SE357,A011,Black Hairy Tongue,Very Rare,"Black hairy tongue is produced when the papilla (finger-like projections from the surface of the tongue) fail to fall off as they normally do. As the length of the papilla increase, debris collects and bacteria grow, producing the characteristic dark ""furry"" appearance.","R011
R255"
SE358,A011,Skin Rash,Common,"A rash is an area of irritated or swollen skin. Many rashes are itchy, red, painful, and irritated. Some rashes can also lead to blisters or patches of raw skin.","R011
R165"
SE359,A011,Urticaria,Uncommon,Urticaria is also called as Hives. It is a red and sometimes itchy bumps on your skin.,"R011
R141"
SE360,A011,Pruritus,Uncommon,Pruritus is an alternative name for Itching. It is a tingling or irritation of the skin that makes you want to scratch the area. Itching may occur all over the body or only in one location.,"R011
R166"
SE361,A011,Hepatitis,Very Rare,Hepatitis is inflammation of the liver. Inflammation is swelling that happens when tissues of the body are injured or infected. It can damage your liver. This swelling and damage can affect how well your liver functions.,"R011
R252"
SE362,A011,Erythema Multiforme,Very Rare,Erythema Multiforme is an acute skin reaction that comes form an infection or another trigger. EM is a self-limiting condition. This means it usually resolves on its own without treatment.,"R011
R154"
SE363,A011,Stevens-Johnson Syndrome,Very Rare,"Stevens-Johnson syndrome/toxic epidermal necrolysis (SJS/TEN) is a severe skin reaction most often triggered by particular medications. Although Stevens-Johnson syndrome and toxic epidermal necrolysis were once thought to be separate conditions, they are now considered part of a continuum. Stevens-Johnson Syndrome represents the less severe end of the disease spectrum.","R011
R153"
SE364,A011,Toxic Epidermal Necrolysis,Very Rare,"Stevens-Johnson syndrome/toxic epidermal necrolysis (SJS/TEN) is a severe skin reaction most often triggered by particular medications. Although Stevens-Johnson syndrome and toxic epidermal necrolysis were once thought to be separate conditions, they are now considered part of a continuum. Toxic Epidermal Necrolysis represents the more severe end.","R011
R153"
SE365,A011,Bullous and Exfoliative Dermatitis,Very Rare,"Erythroderma is one alternative name of Exfoliative dermatitis. It is widespread readness of the skin. It also accompanied by scaling, peeling, and flaking of the skin, and may include utching and hair loss.","R011
R139"
SE366,A011,Interstitial Nephritis,Very Rare,Nephritis is a kidney disorder in which the spaces between the kidney tubules become swollen (inflamed). This can cause problems with the way your kidneys work.,"R011
R217"
SE367,A012,Maculopapular Rashes,Fairly Frequent,Maculopapular rash is a flat red rash.,"R012
R138"
SE368,A012,Urticaria,Not Specified,Urticaria is also called as Hives. It is a red and sometimes itchy bumps on your skin.,"R012
R141"
SE369,A012,Erythema Multiforme,Not Specified,Erythema Multiforme is an acute skin reaction that comes form an infection or another trigger. EM is a self-limiting condition. This means it usually resolves on its own without treatment.,"R012
R154"
SE370,A012,Exfoliative Dermatitis,Occasional,"Erythroderma is one alternative name of Exfoliative dermatitis. It is widespread readness of the skin. It also accompanied by scaling, peeling, and flaking of the skin, and may include utching and hair loss.","R012
R139"
SE371,A012,Anaphylaxis,Rare,"Anaphylaxis is a seroius allergic reaction. It can began very quickly, and symptoms may be life-threatening. ","R012
R143"
SE372,A012,Glossitis,Common,Glossitis is a problem in which the tongue is swollen and inflammed. This often makes the surface of the tongue appear smooth.,"R012
R135"
SE373,A012,Stomatitis,Common,"Stomatitis is a viral infection of the mouth that causes sores and ulcers. These mouth ulcers are not the same as canker sores, which are not caused by a virus.","R012
R188"
SE374,A012,Nausea,Common,"Nausea is when you feel sick to your stomach, as if you are going to throw up.","R012
R133"
SE375,A012,Vomiting,Common,Vomiting is when you throw up.,"R012
R133"
SE376,A012,Diarrhea,Common,"Diarrhea is loose, watery stools (bowel movements).","R012
R134"
SE377,A012,Pseudomembranous Colitis,Not Specified,"Pseudomembranous colitis
Email this page to a friend Print Facebook X Pinterest
Pseudomembranous colitis refers to swelling or inflammation of the large intestine (colon) due to an overgrowth of Clostridioides difficile (C difficile) bacteria.","R012
R203"
SE378,A012,Anemia,Not Specified,Anemia is also called iron poor blood. Anemia is a condition in which the body does not have enough healthy red blood cells. Red blood cells provide oxygen to body tissues.,"R012
R190"
SE379,A012,Thrombocytopenia,Not Specified,Thrombocytopenia means there is an abnormally low amount of platelets. Platelets are parts of the blood that help blood to clot. This condition is sometimes associated with abnormal bleeding.,"R012
R149"
SE380,A012,Eosinophilia,Not Specified,Eosinophils are a type of white blood cell. They help fight off infections and play a role in your body's immune response. They can also build up and cause inflammation.,"R012
R151"
SE381,A012,Leukopenia,Not Specified,Leukopenia is a low white blood count.,"R012
R224"
SE382,A012,Agranulocytosis,Not Specified,Agranulocytosis is when the body has too few granulocytes.,"R012
R256"
SE383,A012,Agitation,Rare,"Agitation is an unpleasant state of extreme arousal. An agitated person may feel stirred up, excited, tense, confused, or irritable.","R012
R172"
SE384,A012,Anxiety,Rare,"Anxiety is a feeling of fear, dread, and uneasiness. It might cause you to sweat, feel restless and tense, and have a rapid heartbeat. It can be a normal reaction to stress.","R012
R171"
SE385,A012,Insomnia,Rare,"Insomnia is trouble falling asleep, staying asleep (usually through the night), or waking up too early in the morning. Episodes of insomnia may come and go or be long-lasting.","R012
R158"
SE386,A012,Confusion,Rare,"Confusion is the inability to think as clearly or quickly as you normally do. You may feel disoriented and have difficulty paying attention, remembering, and making decisions.","R012
R173"
SE387,A012,Dizziness,Rare,"When you're dizzy, you may feel lightheaded, woozy, or disoriented. Diziness usually gets better by itself or is easily treated.","R012
R160"
SE388,A013,Anaphylaxis,Not Specified,"Anaphylaxis is a seroius allergic reaction. It can began very quickly, and symptoms may be life-threatening. ","R013
R143"
SE389,A013,Serum Sickness-like Reaction,Not Specified,"Serum sickness is a reaction that is similar to an allergy. The immune reacts to medicines that contain proteins used to treat immune conditions. It can also react to antiserum, the liquid part of blood that contains antibodies given to a person to help protect them against germs or poisonous substances.","R013
R144"
SE390,A013,Angioedema,Not Specified,"Angioedema is a swelling that is similar to hives, but the swelling is under the skin instead of on the surface. ","R013
R142"
SE391,A013,Stevens-Johnson Syndrome,Not Specified,"Stevens-Johnson syndrome/toxic epidermal necrolysis (SJS/TEN) is a severe skin reaction most often triggered by particular medications. Although Stevens-Johnson syndrome and toxic epidermal necrolysis were once thought to be separate conditions, they are now considered part of a continuum. Stevens-Johnson Syndrome represents the less severe end of the disease spectrum.","R013
R153"
SE392,A013,Toxic Epidermal Necrolysis,Not Specified,"Stevens-Johnson syndrome/toxic epidermal necrolysis (SJS/TEN) is a severe skin reaction most often triggered by particular medications. Although Stevens-Johnson syndrome and toxic epidermal necrolysis were once thought to be separate conditions, they are now considered part of a continuum. Toxic Epidermal Necrolysis represents the more severe end.","R013
R153"
SE393,A013,Nausea,Not Specified,"Nausea is when you feel sick to your stomach, as if you are going to throw up.","R013
R133"
SE394,A013,Vomiting,Not Specified,Vomiting is when you throw up.,"R013
R133"
SE395,A013,Diarrhea,Not Specified,"Diarrhea is loose, watery stools (bowel movements).","R013
R134"
SE396,A013,Black Hairy Tongue,Not Specified,"Black hairy tongue is produced when the papilla (finger-like projections from the surface of the tongue) fail to fall off as they normally do. As the length of the papilla increase, debris collects and bacteria grow, producing the characteristic dark ""furry"" appearance.","R013
R255"
SE397,A013,Glossitis,Not Specified,Glossitis is a problem in which the tongue is swollen and inflammed. This often makes the surface of the tongue appear smooth.,"R013
R135"
SE398,A013,Stomatitis,Not Specified,"Stomatitis is a viral infection of the mouth that causes sores and ulcers. These mouth ulcers are not the same as canker sores, which are not caused by a virus.","R013
R188"
SE399,A013,Gastritis,Not Specified,Gastritis occurs when the lining of the stomach becomes inflamed or swollen. Gastritis may last for only a short time (acute gastritis) or it may linger for month to years (chronic gastritis).,"R013
R187"
SE400,A013,Flatulence,Not Specified,Flatulence is also called gas. Gas is air in the intestine that is passed through the rectum. Air that moves from the digestive tract through the mouth is called belching.,"R013
R213"
SE401,A013,Loss of Appetite,Not Specified,Loss of appetite is anorexia. It also causes weight loss.,"R013
R257"
SE402,A013,Dizziness,Not Specified,"When you're dizzy, you may feel lightheaded, woozy, or disoriented. Diziness usually gets better by itself or is easily treated.","R013
R160"
SE403,A013,Insomnia,Not Specified,"Insomnia is trouble falling asleep, staying asleep (usually through the night), or waking up too early in the morning. Episodes of insomnia may come and go or be long-lasting.","R013
R158"
SE404,A013,Confusion,Not Specified,"Confusion is the inability to think as clearly or quickly as you normally do. You may feel disoriented and have difficulty paying attention, remembering, and making decisions.","R013
R173"
SE405,A013,Convulsions,Not Specified,"Convulsions can also be called as Seizures. These are symptoms of a brain problem. They happen because of sudden, abnormal electrical activity in the brain. When people think of seizures, they often think of convulsions in which a person's body shakes rapidly and uncontrollably. ","R013
R199"
SE406,A013,Anemia,Not Specified,Anemia is also called iron poor blood. Anemia is a condition in which the body does not have enough healthy red blood cells. Red blood cells provide oxygen to body tissues.,"R013
R190"
SE407,A013,Leukopenia,Not Specified,Leukopenia is a low white blood count.,"R013
R224"
SE408,A013,Thrombocytopenia,Not Specified,Thrombocytopenia means there is an abnormally low amount of platelets. Platelets are parts of the blood that help blood to clot. This condition is sometimes associated with abnormal bleeding.,"R013
R149"
SE409,A013,Interstitial Nephritis,Not Specified,Nephritis is a kidney disorder in which the spaces between the kidney tubules become swollen (inflamed). This can cause problems with the way your kidneys work.,"R013
R217"
SE410,A013,Tooth Discoloration,Not Specified,Tooth discoloration is any color other than white to yellowish-white.,"R013
R258"
SE411,A014,Gastrointestinal Disturbances,Not Specified,"Nausea, dyspepsia, abdominal pain, vomiting, and diarrhea are the most frequent adverse effects of Clarithromycin but are usually mild and less frequent than with erythromycin.",R014
SE412,A014,Stomatitis,Not Specified,"Stomatitis is a viral infection of the mouth that causes sores and ulcers. These mouth ulcers are not the same as canker sores, which are not caused by a virus.","R014
R188"
SE413,A014,Glossitis,Not Specified,Glossitis is a problem in which the tongue is swollen and inflammed. This often makes the surface of the tongue appear smooth.,"R014
R135"
SE414,A014,Tooth Discoloration,Not Specified,Tooth discoloration is any color other than white to yellowish-white.,"R014
R258"
SE415,A014,Hepatitis,Not Specified,Hepatitis is inflammation of the liver. Inflammation is swelling that happens when tissues of the body are injured or infected. It can damage your liver. This swelling and damage can affect how well your liver functions.,"R014
R252"
SE416,A014,Headache,Not Specified,Headache is the most common form of pain. It's a major reason people miss days at work or school or visit the doctor.,"R014
R159"
SE417,A014,Rash,Not Specified,"A rash is an area of irritated or swollen skin. Many rashes are itchy, red, painful, and irritated. Some rashes can also lead to blisters or patches of raw skin.","R014
R165"
SE418,A014,Stevens-Johnson Syndrome,Not Specified,"Stevens-Johnson syndrome/toxic epidermal necrolysis (SJS/TEN) is a severe skin reaction most often triggered by particular medications. Although Stevens-Johnson syndrome and toxic epidermal necrolysis were once thought to be separate conditions, they are now considered part of a continuum. Stevens-Johnson Syndrome represents the less severe end of the disease spectrum.","R014
R153"
SE419,A014,Anxiety,Not Specified,"Anxiety is a feeling of fear, dread, and uneasiness. It might cause you to sweat, feel restless and tense, and have a rapid heartbeat. It can be a normal reaction to stress.","R014
R171"
SE420,A014,Dizziness,Not Specified,"When you're dizzy, you may feel lightheaded, woozy, or disoriented. Diziness usually gets better by itself or is easily treated.","R014
R160"
SE421,A014,Insomnia,Not Specified,"Insomnia is trouble falling asleep, staying asleep (usually through the night), or waking up too early in the morning. Episodes of insomnia may come and go or be long-lasting.","R014
R158"
SE422,A014,Hallucinations,Not Specified,"Hallucinations involve sensing things such as visions, sounds, or smells that seem real but are not. These things are created by the mind.","R014
R196"
SE423,A014,Confusion,Not Specified,"Confusion is the inability to think as clearly or quickly as you normally do. You may feel disoriented and have difficulty paying attention, remembering, and making decisions.","R014
R173"
SE424,A014,Hearing Loss,Not Specified,"Hearing loss means hearing disorders make it hard, but not impossible, to hear.","R014
R250"
SE425,A014,Hypoglycemia,Not Specified,Hypoglycemia means low glucose. It happens when the level of glucose in your blood drops below what is healthy for you.,"R014
R170"
SE426,A014,Thrombocytopenia,Not Specified,Thrombocytopenia means there is an abnormally low amount of platelets. Platelets are parts of the blood that help blood to clot. This condition is sometimes associated with abnormal bleeding.,"R014
R149"
SE427,A014,Interstitial Nephritis,Rare,Nephritis is a kidney disorder in which the spaces between the kidney tubules become swollen (inflamed). This can cause problems with the way your kidneys work.,"R014
R217"
SE428,A014,Renal Failure,Rare,Renal Failure is an alternative name of Acute Kidney Failure. It is the rapid (less than 2 days) loss of your kidneys' ability to remove waste and help balance fluids and electrolytes in your body.,"R014
R192"
SE429,A014,Pseudomembranous Colitis,Not Specified,"Pseudomembranous colitis
Email this page to a friend Print Facebook X Pinterest
Pseudomembranous colitis refers to swelling or inflammation of the large intestine (colon) due to an overgrowth of Clostridioides difficile (C difficile) bacteria.","R014
R203"
SE430,A014,Pancreatitis,Not Specified,Pancreatitis is inflammation of the pancreas. It happens when digestive enzymes start digesting the pancreas itself. Pancreatitis can be acute or chronic. Either form is serious and can lead to complications.,"R014
R152"
SE431,A014,Fever,Not Specified,"A fever is a body temperature that is higher than normal. A normal temperature can vary from person to person, but it is usually around 98.6 °F (37 °C). A fever is not a disease. It is usually a sign that your body is trying to fight an illness or infection.","R014
R212"
SE432,A015,Rhabdomyolysis,Not Specified,Rhabdomyolysis is the breakdown of muscle tissue that leads to the release of muscle fiber contents into the blood. These substances are harmful to the kidney and often cause kidney damage.,"R015
R211"
SE433,A016,Diarrhea,Common,"Diarrhea is loose, watery stools (bowel movements).","R016
R134"
SE434,A016,Nausea,Common,"Nausea is when you feel sick to your stomach, as if you are going to throw up.","R016
R133"
SE435,A016,Vomiting,Common,Vomiting is when you throw up.,"R016
R133"
SE436,A016,Dyspepsia,Common,Dyspepsia is also called as Indigestion. It's a feeling of discomfort or a burning feeling in your upper abdomen. You may have heartburn or belch and feel bloated. ,"R016
R164"
SE437,A016,Abdominal Pain/Discomfort,Common,Abdominal pain is pain that you feel anywhere between your chest and groin. This is often referred to as the stomach region or belly.,"R016
R163"
SE438,A016,Rash,Common,"A rash is an area of irritated or swollen skin. Many rashes are itchy, red, painful, and irritated. Some rashes can also lead to blisters or patches of raw skin.","R016
R165"
SE439,A016,Headache,Common,Headache is the most common form of pain. It's a major reason people miss days at work or school or visit the doctor.,"R016
R159"
SE440,A016,Candidiasis,Not Specified,"Candidiasis is also called Yeast Infections.  It is a fungus that lives almost everywhere, including in your body. Usually, your immune system keeps yeast under control.","R016
R193"
SE441,A016,Cellulitis,Not Specified,"Cellulitis is an infection of the skin and deep underlying tissues. Group A strep (streptococcal) bacteria are the most common cause. The bacteria enter your body when you get an injury such as a bruise, burn, surgical cut, or wound.","R016
R259"
SE442,A016,Erysipelas,Not Specified,Erysipelas is a type of skin infection. It affects the outermost layer of the skin and the local lymph nodes. ,"R016
R260"
SE443,A016,Erythrasma,Not Specified,Erythrasma is a long-term skin infection caused by a specific bacteria. It commonly occurs in skin folds.,"R016
R261"
SE444,A016,Pseudomembranous Colitis,Not Specified,"Pseudomembranous colitis
Email this page to a friend Print Facebook X Pinterest
Pseudomembranous colitis refers to swelling or inflammation of the large intestine (colon) due to an overgrowth of Clostridioides difficile (C difficile) bacteria.","R016
R203"
SE445,A016,Rhinitis,Not Specified,"Rhinitis is a condition that includes a runny nose, sneezing, and nasal stuffiness. When environmental allergies (such as hay fever) or a cold are not causing these symptoms, the condition is called nonallergic rhinitis.","R016
R223"
SE446,A016,Vaginal Infection,Not Specified,Vaginal Infection is an infection of the vagina. It is most often due to the fungus. Most women have a vaginal yeast infection at some time. ,"R016
R215"
SE447,A016,Anemia,Not Specified,Anemia is also called iron poor blood. Anemia is a condition in which the body does not have enough healthy red blood cells. Red blood cells provide oxygen to body tissues.,"R016
R190"
SE448,A016,Agranulocytosis,Not Specified,Agranulocytosis is when the body has too few granulocytes.,"R016
R256"
SE449,A016,Eosinophilia,Not Specified,Eosinophils are a type of white blood cell. They help fight off infections and play a role in your body's immune response. They can also build up and cause inflammation.,"R016
R151"
SE450,A016,Leukopenia,Not Specified,Leukopenia is a low white blood count.,"R016
R224"
SE451,A016,Neutropenia,Not Specified,"Neutropenia is a condition that increases the risk of repeated infections in affected individuals. People with this condition have an abnormally low level (deficiency) of neutrophils, a type of white blood cell that plays a role in inflammation and in fighting infection.","R016
R150"
SE452,A016,Thrombocythemia,Not Specified,Thrombocytopenia means there is an abnormally low amount of platelets. Platelets are parts of the blood that help blood to clot. This condition is sometimes associated with abnormal bleeding.,"R016
R149"
SE453,A016,Anaphylactoid Reaction,Not Specified,Anaphylactoid Reaction is an anaphylactic-like reaction.,"R016
R143"
SE454,A016,Anaphylaxis,Not Specified,"Anaphylaxis is a seroius allergic reaction. It can began very quickly, and symptoms may be life-threatening. ","R016
R143"
SE455,A016,Angioedema,Not Specified,"Angioedema is a swelling that is similar to hives, but the swelling is under the skin instead of on the surface. ","R016
R142"
SE456,A016,Hypersensitivity,Not Specified,Hypersensitivity is also called Allergy. It is a reaction by your immune system to something that does not bother most other people. People who have allergies often are sensitive to more than one thing,"R016
R225"
SE457,A016,Myasthenia Gravis,Not Specified,"Myasthenia gravis, sometimes called MG, is a chronic (long-lasting) disease that causes weakness in your voluntary muscles. The voluntary muscles are the ones that you can control. ","R016
R229"
SE458,A016,Anorexia,Not Specified,"Anorexia is an eating disorder that causes people to weigh less than is considered healthy for their age and height, usually by excessive weight loss.","R016
R132"
SE459,A016,Decreased Appetite,Not Specified,A decreased appetite is when your desire to eat is reduced. The medical term for a loss of appetite is anorexia.,"R016
R257"
SE460,A016,Hypoglycemia,Not Specified,Hypoglycemia means low glucose. It happens when the level of glucose in your blood drops below what is healthy for you.,"R016
R170"
SE461,A016,Anxiety,Not Specified,"Anxiety is a feeling of fear, dread, and uneasiness. It might cause you to sweat, feel restless and tense, and have a rapid heartbeat. It can be a normal reaction to stress.","R016
R171"
SE462,A016,Confusion,Not Specified,"Confusion is the inability to think as clearly or quickly as you normally do. You may feel disoriented and have difficulty paying attention, remembering, and making decisions.","R016
R173"
SE463,A016,Depression,Not Specified,Depression is more than a feeling of being sad or irritable for a few days. It's a serious mood disorder.,"R016
R195"
SE464,A016,Hallucinations,Not Specified,"Hallucinations involve sensing things such as visions, sounds, or smells that seem real but are not. These things are created by the mind.","R016
R196"
SE465,A016,Insomnia,Not Specified,"Insomnia is trouble falling asleep, staying asleep (usually through the night), or waking up too early in the morning. Episodes of insomnia may come and go or be long-lasting.","R016
R158"
SE466,A016,Nightmare,Not Specified,"A nightmare is a bad dream that brings out strong feelings of fear, terror, distress, or anxiety.","R016
R197"
SE467,A016,Psychotic Disorder,Not Specified,Psychotic disorders are severe mental disorders that cause abnormal thinking and perceptions. People with psychoses lose touch with reality. ,"R016 
R262"
SE468,A016,Anosmia,Not Specified,Anosmia is when the sense of smell is completely absent.,"R016
R227"
SE469,A016,Convulsions,Not Specified,"Convulsions can also be called as Seizures. These are symptoms of a brain problem. They happen because of sudden, abnormal electrical activity in the brain. When people think of seizures, they often think of convulsions in which a person's body shakes rapidly and uncontrollably. ","R016
R199"
SE470,A016,Dizziness,Not Specified,"When you're dizzy, you may feel lightheaded, woozy, or disoriented. Diziness usually gets better by itself or is easily treated.","R016
R160"
SE471,A016,Dyskinesia,Not Specified,Dyskinesia means abnormal movement.,"R016
R263"
SE472,A016,Loss of Consciousness,Not Specified,Loss of Consciousness is an alternative name for Unconsciousness. It is when a person is unable to respond to people and activities.,"R016
R264"
SE473,A016,Asthma,Not Specified,"Asthma is a chronic (long-term) lung disease. It affects your airways, the tubes that carry air in and out of your lungs. When you have asthma, your airways can become inflamed and narrowed. This can cause wheezing, coughing, and tightness in your chest. When these symptoms get worse than usual, it is called an asthma attack or flare-up.","R016
R265"
SE474,A016,Cough,Not Specified,"Coughing is a reflex that keeps your throat and airways clear. Although it can be annoying, coughing helps your body heal or protect itself.","R016
R266"
SE475,A016,Dyspnea,Not Specified,Dyspnea is shortness of breath.,"R016
R161"
SE476,A016,Epistaxis,Not Specified,Epistaxis is an alternative name of nose bleed. It is a loss of blood from the tissue lining the nose. Bleeding most often occurs from one nostril only.,"R016
R179"
SE477,A016,Pharyngitis,Not Specified,"Pharyngitis, or sore throat, is discomfort, pain, or scratchiness in the throat. It often makes it painful to swallow.","R016
R222"
SE478,A016,Pulmonary Embolism,Not Specified,A pulmonary embolism (PE) is a sudden blockage in a lung artery. It usually happens when a blood clot breaks loose and travels through the bloodstream to the lungs.,"R016
R267"
SE479,A016,Constipation,Not Specified,"Constipation means having fewer than three bowel movements a week. The stool (poop) can be hard and dry. Sometimes it is painful to pass. At one time or another, almost everyone gets constipated. In most cases, it lasts a short time and is not serious.","R016
R162"
SE480,A016,Dark Stools,Not Specified,"Black or tarry stools with a foul smell are a sign of a problem in the upper digestive tract. It most often indicates that there is bleeding in the esophagus, stomach, or first part of the small intestine.","R016
R214"
SE481,A016,Dry Mouth,Not Specified,"Having dry mouth, also called xerostomia, means that you don't have enough saliva to keep your mouth wet. Everyone has a dry mouth once in a while, like when you are nervous or stressed. But if you have a dry mouth all or most of the time, it can be uncomfortable. It can make chewing, swallowing, and even talking difficult. It also raises your risk for tooth decay or infections in the mouth.","R016
R233"
SE482,A016,Eructation,Not Specified,Eructation is also called Gas. It comes from two sources: air that you swallow and the breakdown of undigested food by bacteria in the large intestine. Certain foods may cause gas. Foods that produce gas in one person may not cause gas in another.,"R016
R213"
SE483,A016,Esophagitis,Not Specified,"Esophagitis is a condition in which the lining of the esophagus becomes swollen, inflamed, or irritated. The esophagus is the tube that leads from your mouth to the stomach.","R016
R137"
SE484,A016,Flatulence,Not Specified,Flatulence is also called gas. Gas is air in the intestine that is passed through the rectum. Air that moves from the digestive tract through the mouth is called belching.,"R016
R213"
SE485,A016,Gastritis,Not Specified,Gastritis occurs when the lining of the stomach becomes inflamed or swollen. Gastritis may last for only a short time (acute gastritis) or it may linger for month to years (chronic gastritis).,"R016
R187"
SE486,A016,Gastroesophageal Reflux Disease,Not Specified,"Gastroesophageal Reflux Disease is a chronic (long-lasting) condition that can cause discomfort and, over time, lead to other health problems.","R016
R268"
SE487,A016,Glossitis,Not Specified,Glossitis is a problem in which the tongue is swollen and inflammed. This often makes the surface of the tongue appear smooth.,"R016
R135"
SE488,A016,Oral Candidiasis,Not Specified,"Oral Candidiasis, commonly known as thrush, is a yeast infection of the mouth or throat. ","R016
R184"
SE489,A016,Pancreatitis,Not Specified,Pancreatitis is inflammation of the pancreas. It happens when digestive enzymes start digesting the pancreas itself. Pancreatitis can be acute or chronic. Either form is serious and can lead to complications.,"R016
R152"
SE490,A016,Stomatitis,Not Specified,"Stomatitis is a viral infection of the mouth that causes sores and ulcers. These mouth ulcers are not the same as canker sores, which are not caused by a virus.","R016
R188"
SE491,A016,Tooth Discoloration,Not Specified,Tooth discoloration is any color other than white to yellowish-white.,"R016
R258"
SE492,A016,Cholestasis,Not Specified,Cholestasis is any condition in which the flow of bile from the liver is slowed or blocked.,"R016
R269"
SE493,A016,Jaundice,Not Specified,"Jaundice causes your skin and the whites of your eyes to turn yellow. Too much bilirubin causes jaundice. Bilirubin is a yellow chemical in hemoglobin, the substance that carries oxygen in your red blood cells.","R016
R270"
SE494,A016,Hepatitis,Not Specified,Hepatitis is inflammation of the liver. Inflammation is swelling that happens when tissues of the body are injured or infected. It can damage your liver. This swelling and damage can affect how well your liver functions.,"R016
R252"
