seID,antibioticID,seName,duration,occurrencePattern,description,referenceID,validatorID
SE406,A006,Exacerbation of Myasthenia Gravis,Not Specified,Not Specified,"Post-marketing reports of serious adverse events, including deaths and requirement for ventilatory support, have been associated with fluoroquinolone use in persons with myasthenia gravis.",R009,
SE407,A006,Other Serious and Sometimes Fatal Reactions,Not Specified,Rare,"fever, rash, or severe dermatologic reactions (e.g., toxic epidermal necrolysis, Stevens-Johnson syndrome); vasculitis; arthralgia; myalgia; serum sickness; allergic pneumonitis; interstitial nephritis; acute renal insufficiency or failure; hepatitis; jaundice; acute hepatic necrosis or failure; anemia, including hemolytic and aplastic; thrombocytopenia, including thrombotic thrombocytopenic purpura; leukopenia; agranulocytosis; pancytopenia; and/or other hematologic abnormalities.",R009,
SE408,A006,Hypersensitivity Reactions,Not Specified,Following the first dose,"Cardiovascular collapse, hypotension/shock, seizure, loss of consciousness, tingling, angioedema (including tongue, laryngeal, throat, or facial edema/swelling), airway obstruction (including bronchospasm, shortness of breath, and acute respiratory distress), dyspnea, urticaria, itching, and other serious skin reactions. Levofloxacin should be discontinued immediately at the first appearance of a skin rash or any other sign of hypersensitivity",R009,
SE409,A006,Hepatotoxicity,Not Specified,14 days of initiation of therapy and most cases occurred within 6 days,When you’re exposed to substances that can harm your liver (toxins),R009,
SE410,A006,Risk of Aortic Aneurysm and Dissection,Not Specified,two months after intake,"sudden abdominal, chest or back pain,",R009,
SE411,A006,Clostridium difficile-Associated diarrhea,Not Specified,two months after the administration of antibacterial agents.,Diarrhea to fatal colitis,R009,
SE412,A006,Prolongation of the QT Interval,Not Specified,Rare,,R009,
SE413,A006,Blood Glucose Disturbances,Not Specified,Not Specified,"disturbances of blood glucose, including symptomatic hyperglycemia and hypoglycemia",R009,
SE414,A006,Photosensitivity/Phototoxicity,Not Specified,Not Specified,"exaggerated sunburn reactions (e.g., burning, erythema, exudation, vesicles, blistering, edema)",R009,
SE415,A006,Vision Disorder,Not Specified,Not Specified,Impairment of vision or any effects on the eyes,R009,
SE416,A007,Mental Alertness,Not Specified,Not Specified,"Dizziness, lightheadedness, vertigo and visual disturbance",R009,
SE417,A007,Renal Impairment,Not Specified,Not Specified,reduced and plasma elimination,R009,
SE418,A008,Tendon Effects,Not Specified,Not Specified,"Ruptures of the shoulder, hand, or Achilles tendon, or other tendons",R010,
SE419,A008,Prolongation of the QT Interval,Not Specified,Not Specified,problem with the electrical system in your heart taking too long to recharge,"R010
R257",
SE420,A008,Peripheral Neuropathies,Not Specified,Not Specified,"Pain, burning, tingling, numbness and/or weakness",R010,
SE421,A039,Convulsion,Not Specified,Not Specified,Surge of abnormal electrical activity in the brain. Temporary loss of consciousness and uncontrollable movements.,"R114
R092",
SE422,A040,Convulsion,Not Specified,Not Specified,Surge of abnormal electrical activity in the brain. Temporary loss of consciousness and uncontrollable movements.,"R114
R092",
SE423,A039,Ability to drive or operate machinery,Not Specified,Not Specified,Impair ability to drive or operate machinery,R092,
SE424,A040,Ability to drive or operate machinery,Not Specified,Not Specified,Impair ability to drive or operate machinery,R092,
SE427,A039,Toxic Psychosis,Not Specified,Not Specified,"Form of psychosis that is attributed to substance intoxication, withdrawal or recent consumption of psychoactive drugs.",R092,
SE428,A040,Toxic Psychosis,Not Specified,Not Specified,"Form of psychosis that is attributed to substance intoxication, withdrawal or recent consumption of psychoactive drugs.",R092,
SE429,A038,Diarrhea,Not Specified,Not Specified,"Loose, watery stool during a bowl movement","R076
R091",
SE430,A038,Vomiting,Not Specified,Not Specified,Forceful ejection stomach contents through the mouth.,"R091
R057",
SE431,A038,Abdominal Pain,Not Specified,Not Specified,Pain felt anywhere between the chest and groin.,"R091
R058",
SE432,A038,Nausea,Not Specified,Not Specified,Sensation of having to vomit or having the urge to vomit.,"R091
R056",
SE433,A038,Headache,Not Specified,Not Specified,Discomfort in the head or face,R091,
SE434,A038,Restlessness,Not Specified,Not Specified,"pacing, constant movements of the legs, inability to sit or stand still, rocking from foot to foot, feeling tense or uncomfortable, feeling anxious","R115
R091",
SE435,A038,Dizziness,Not Specified,Not Specified,Feeling lightheaded or unsteady.,R091,
SE436,A038,Increased Hepatic enzyme levels,Not Specified,Not Specified,Hepatic enzyme levels may be increased especially in the case of pre-existing hepatic malfunction,R091,
SE437,A039,Nausea,Not Specified,Not Specified,Sensation of having to vomit or having the urge to vomit.,"R092
R056",
SE438,A039,Diarrhea,Not Specified,Not Specified,"Loose, watery stool during a bowl movement","R076
R092",
SE439,A039,Abdominal Pain,Not Specified,Not Specified,Pain felt anywhere between the chest and groin.,"R092
R058",
SE440,A039,Headache,Not Specified,Not Specified,Discomfort in the head or face,R092,
SE441,A039,Restlessness,Not Specified,Not Specified,"pacing, constant movements of the legs, inability to sit or stand still, rocking from foot to foot, feeling tense or uncomfortable, feeling anxious","R115
R092",
SE442,A039,Rash,Not Specified,Not Specified,"red, inflamed, bumpy as well as dry, itchy or painful","R116
R092",
SE443,A040,Nausea,Not Specified,Not Specified,Sensation of having to vomit or having the urge to vomit.,"R092
R056",
SE444,A040,Diarrhea,Not Specified,Not Specified,"Loose, watery stool during a bowl movement","R076
R092",
SE445,A040,Abdominal Pain,Not Specified,Not Specified,Pain felt anywhere between the chest and groin.,"R092
R058",
SE446,A040,Headache,Not Specified,Not Specified,Discomfort in the head or face,R092,
SE447,A040,Restlessness,Not Specified,Not Specified,"pacing, constant movements of the legs, inability to sit or stand still, rocking from foot to foot, feeling tense or uncomfortable, feeling anxious","R092
R115",
SE448,A040,Rash,Not Specified,Not Specified,"red, inflamed, bumpy as well as dry, itchy or painful","R116
R092",
SE449,A041,Nausea,Not Specified,Common,Sensation of having to vomit or having the urge to vomit.,"R056
R093",
SE450,A041,Vomiting,Not Specified,Common,Forceful ejection stomach contents through the mouth.,"R057
R093",
SE451,A041,Diarrhea,Not Specified,Common,"Loose, watery stool during a bowl movement","R076
R093",
SE452,A041,Abdominal Pain,Not Specified,Common,Pain felt anywhere between the chest and groin.,"R093
R058",
SE453,A041,Dyspepsia,Not Specified,Common,Pain or discomfort in the upper abdomen,R093,
SE454,A041,Headache,Not Specified,Common,Discomfort in the head or face,R093,
SE456,A041,Flatulence,Not Specified,Common,Body releases gas in your digestive system through your anus.,R093,
SE458,A041,Dizziness,Not Specified,Common,Feeling lightheaded or unsteady.,R093,
SE459,A041,Restlessness,Not Specified,Common,"pacing, constant movements of the legs, inability to sit or stand still, rocking from foot to foot, feeling tense or uncomfortable, feeling anxious","R115
R093",
SE460,A041,Rash,Not Specified,Not Specified,"red, inflamed, bumpy as well as dry, itchy or painful","R116
R093",
SE461,A041,Pruritus,Not Specified,Not Specified,"Itchy skin that can affect small areas, such as the scalp, an arm or a leg or cover the whole body. Itchy come with inflamed skin, scratch marks, bumps, spots or blisters, dry, cracked skin, leathery or scaly patches","R117
R093",
SE462,A041,Photosensitivity,Not Specified,Not Specified,"Skin reacts negatively to sunlight or UV rays that causes an itchy, painful rash","R063
R093",
SE463,A041,Vasculitis,Not Specified,Not Specified,"Fever, headache, tiredness, weight loss, aches and pains.","R093
R118",
SE464,A041,Erythema multiforme,Not Specified,Not Specified,"A red to purple rash that causes your skin to puff up (swell) and be painful to the touch.; Pimple-like blisters on your skin or inside of your mouth.; Round mark on your skin that looks like a bulls-eye on a target, with a dark center and a pale ring around it.; Itchy skin.","R093
R119",
SE465,A041,Steven-Johnson Syndrome,Not Specified,Not Specified,"Fever, sore mouth and throat, fatigue, burning eyes, unexplained widespread skin pain, red or purple rash that spreads, blisters on your skin and the mucous membranes of the mouth, nose, eyes and genitals, shedding of skin within days after blisters form","R093
R120",
SE466,A041,Toxic epidermal necrolysis,Not Specified,Not Specified,"It causes peeling and blistering skin over much of the body, including the mouth, eyes, and genitals.","R093
R121",
SE468,A041,anaphylaxis,Not Specified,Not Specified,"skin reactions, including hives and itching and flushed or pale skin; low blood pressure (hypotension); constriction of the airways and a swollen tongue or throat, which can cause wheezing and trouble breathing; a weak and rapid pulse; nausea, vomiting or diarrhea; dizziness or fainting","R093
R122",
SE469,A041,Tremor,Not Specified,Not Specified,type of body movement that’s out of your control. It looks like shakiness and can affect many different body parts.,"R093
R123",
SE470,A041,Drowsiness,Not Specified,Not Specified,feeling tired and wanting to fall asleep,R093,
SE471,A041,Insomnia,Not Specified,Not Specified,"Trouble falling asleep; waking up in the middle of the night but falling back asleep; waking up too early without being able to fall back asleep; feeling tired, unwell or sleepy; delayed responses, such as reacting too slowly when you’re driving; Memory issues; Slowed thinking, confusion or trouble concentrating; Mood changes, like anxiety, depression and irritability","R093
R124",
SE472,A041,Agitation,Not Specified,Not Specified,"feeling of irritability, mental distress or severe restlessness.","R093
R125",
SE474,A041,Hallucinations,Not Specified,Not Specified,"false perception of objects or events involving your senses: sight, sound, smell, touch and taste.","R093
R126",
SE476,A041,Convulsions,Not Specified,Not Specified,Surge of abnormal electrical activity in the brain. Temporary loss of consciousness and uncontrollable movements.,"R093
R114",
SE479,A041,Peripheral neuropathy,Not Specified,Not Specified,Peripheral neuropathy refers to any condition that affects the nerves outside your brain or spinal cord.,"R093
R131",
SE480,A041,Dysesthesia ,Not Specified,Not Specified,"Dysesthesia is a set of symptoms that revolve around unusual touch-based sensations. It can refer to sensations that are unexpected or feel unpleasant, painful or just strange.","R093
R132",
SE481,A041,Catatonia,Not Specified,Not Specified,"Catatonia is a disorder that disrupts a person’s awareness of the world around them. People with this condition sometimes react very little or not at all to their surroundings, or might behave in ways that are unusual, unexpected or unsafe to themselves or others.","R093
R134",
SE483,A041,Tinnitus,Not Specified,Not Specified,ringing in the ears,"R093
R135",
SE484,A046,Hypersensitivity Reactions,Not Specified,Not Specified,"Skin rashes, urticaria, eosinophilia, fever, serum sickness-like reactions, anaphylaxis",R133,
SE485,A046,Neutropenia ,Not Specified,Not Specified,having low levels of neutrophils (a type of white blood cell) in blood,R139,
SE486,A046,thrombocytopenia,Not Specified,Not Specified,low blood platelet count,R140,
SE487,A046,Convulsions,Not Specified,Not Specified,Surge of abnormal electrical activity in the brain. Temporary loss of consciousness and uncontrollable movements.,"R114
",
SE488,A046,Pseudomembranous colitis,Not Specified,Not Specified,An inflammatory process that occurs when your colon lining is being injured. Plaques called “pseudomembranes” develop at the site of the injury.,R142,
SE489,A046,thrombophlebitis,Not Specified,Not Specified,"Is a vein inflammation that happens in connection with one or more blood clots. This usually happens in your legs but can affect any vein in your body. While it isn't usually dangerous on its own, it's an important indicator of clotting problems that can lead to life-threatening conditions like pulmonary embolism.",R143,
SE490,A042,Renal Impairment,Not Specified,Not Specified,a condition in which one or both of your kidneys no longer work on their own.,R141,
SE491,A043,Renal Impairment,Not Specified,Not Specified,a condition in which one or both of your kidneys no longer work on their own.,R141,
SE492,A042,Diarrhea,Not Specified,Not Specified,"a loose, watery stool during a bowel movement.",R144,
SE493,A043,Diarrhea,Not Specified,Not Specified,"a loose, watery stool during a bowel movement.",R144,
SE494,A047,Hypersensitivity Reactions,Not Specified,Not Specified,"Skin rashes, urticaria, eosinophilia, fever, serum sickness-like reactions, anaphylaxis",R133,
SE495,A047,Neutropenia ,Not Specified,Not Specified,having low levels of neutrophils (a type of white blood cell) in blood,"R139
R133",
SE496,A047,thrombocytopenia,Not Specified,Not Specified,low blood platelet count,"R140
R133",
SE497,A047,Convulsions,Not Specified,Not Specified,Surge of abnormal electrical activity in the brain. Temporary loss of consciousness and uncontrollable movements.,"R114
R133",
SE498,A047,Pseudomembranous colitis,Not Specified,Not Specified,An inflammatory process that occurs when your colon lining is being injured. Plaques called “pseudomembranes” develop at the site of the injury.,"R142
R133",
SE499,A047,Pain,Not Specified,Not Specified,Pain at Injection site,R133,
SE500,A044,Severe Cutaneous Adverse Reactions,Not Specified,Not Specified,"Toxic epidermal necrolysis, Stevens-Johnson syndrome and drug rash with eosinophilia and systemic symptoms (DRESS).",R128,
SE501,A044,Clostridium difficile-associated diarrhea,Not Specified,Common,"is a bacterium that causes an infection of the colon, the longest part of the large intestine.",R146,
SE502,A044,Prothrombin Time,Not Specified,Not Specified,fall in Prothrombin that increases the time for a clot to from in blood,"R128
R273",
SE503,A044,Seizures,Not Specified,Not Specified,abnormal electrical activity in your brain. It causes changes in awareness and muscle control.,R147,
SE504,A045,Clostridium difficile-associated diarrhea,Not Specified,Not Specified,"is a bacterium that causes an infection of the colon, the longest part of the large intestine.",R146,
SE505,A045,Fall in prothrombin activity,Not Specified,Not Specified,a disorder caused by the lack of a protein in the blood called prothrombin.,R149,
SE506,A045,Seizures,Not Specified,Not Specified,abnormal electrical activity in your brain. It causes changes in awareness and muscle control.,R147,
SE507,A048,Thrombocytopenia,Not Specified,Not Specified,low blood platelet count,"R140
R133",
SE508,A049,Thrombocytopenia,Not Specified,Not Specified,low blood platelet count,"R140
R133",
SE509,A048,Eosinophilia,Not Specified,Not Specified,Eosinophilia happens when the body produces an unusually high number of eosinophils - one of the white blood cells that support your immune system.,"R155
R133",
SE510,A049,Eosinophilia,Not Specified,Not Specified,Eosinophilia happens when the body produces an unusually high number of eosinophils - one of the white blood cells that support your immune system.,"R155
R133",
SE511,A046,Eosinophilia,Not Specified,Not Specified,Eosinophilia happens when the body produces an unusually high number of eosinophils - one of the white blood cells that support your immune system.,R155,
SE512,A047,Eosinophilia,Not Specified,Not Specified,Eosinophilia happens when the body produces an unusually high number of eosinophils - one of the white blood cells that support your immune system.,"R155
R133",
SE513,A048,Leukopenia,Not Specified,Not Specified,lower-than-normal number of white blood cells,"R039
R133",
SE514,A049,Leukopenia,Not Specified,Not Specified,lower-than-normal number of white blood cells,"R039
R133",
SE515,A050,Nausea,Short-term,Early in treatment,A sick feeling in the stomach that may make the patient feel like vomiting. It usually improves when the medicine is taken with food.,R157,
SE516,A050,Vomiting,Short-term,Early in treatment,Forceful emptying of stomach contents. It may happen if the medicine irritates the stomach. Taking the capsule with meals may reduce this effect.,R157,
SE517,A050,Loss of Appetite,Short-term,During therapy,Decreased desire to eat. The patient may feel full quickly or uninterested in food while taking the medicine.,R158,
SE518,A050,Headache,Short-term,Occasional during use,Mild to moderate head pain that may feel like pressure or throbbing. Usually resolves after the body adjust to the medicine.,R158,
SE519,A050,Urine Color,While taking the drug,Very common,The urine may turn dark yellow or brown in color. This is harmless and happens because the drug is being removed through the urine. It is not sign of kidney damage.,R157,
SE520,A050,Lung Reaction,Can be sudden or develop with long-term use,Rare but serious,"May cause cough, chest pain, fever, and difficulty breathing. Acute reactions can happen suddenly within days, while chronic reactions may develop after long-term use. Medical attention is needed immediately.",R159,
SE521,A050,Peripheral Neuropathy,May last if not treated early,"Rare, higher risk in kidney disease","Damage to nerves that may cause numbness, tingling, burning, or weakness in the hands and feet. Risk is higher in patients with kidney problems or long-term use.",R158,
SE522,A051,Nausea ,Few hours to days,Usually appears at the start of treatment; may lessen with food,Feeling sick to your stomach or throwing up.,R160,
SE523,A051,Headache,Hours to a day,Can appear during early days of use,Mild to moderate pain in the head.,R160,
SE524,A051,Diarrhea,Few days,May appear during or shortly after use,Loose or watery stool; may be mild or severe.,R161,
SE525,A051,Rust-colored Urine,While taking medicine,Appears soon after starting,"Urine may look brownish, harmless but normal.",R161,
SE526,A051,Vaginal Itching or Discharge,Days to weeks,May appear while taking medicine,Mild irritation or unusual discharge in females.,R161,
SE527,A051,DIzziness,Hours to days,Can appear after taking first doses,Feeling lightheaded or unsteady.,R160,
SE528,A051,Allergic Reactions,Until treatment stopped,Can appear anytime,"Rash, swelling, trouble breathing; serious, seek help immediately.",R160,
SE529,A051,Peripheral Neuropathy,Weeks to Months,Rare; can appear with long-term use,"Numbness, tingling, or pain in hands or feet; may becoe permanent if untreated.",R162,
SE530,A051,Liver Damage,Weeks ,Rare; may appear after prolonged use,"Yellow skin/ eyes, dark urine, nausea, tiredness, stomach pain.",R162,
SE531,A051,Pulmonary Problems,Weeks to Months,Rare; more likely with long-term use,"Trouble breathing, cough, chest pain; can be serious.",R162,
SE532,A052,Nausea,Few hours to 1 day,Often appears when starting the drug,Feeling sick in the stomach.,"R163
R164",
SE533,A052,Vomiting,Few hours to 1 day,Often appears when starting the drug,Throwing up.,"R163
R164",
SE534,A052,Loss of Appetite,Few days,Can appear anytime during use,Not feeling hungry.,"R163
R164",
SE535,A052,Upset Stomach,Few hours to 1 day,Usually appears at start,Stomach discomfort or mild pain.,"R163
R164",
SE536,A052,Diarrhea,Few days,"May appear anytime, can be mild or severe",Loose stools.,"R163
R164",
SE537,A052,Headache,Few hours to 1 day,May appear anytime,Pain in head.,"R163
R164",
SE538,A052,DIzziness,Few hours,May appear after dose,Feeling lightheaded or unsteady.,"R163
R164",
SE539,A052,Drowsiness,Few hours,May appear after dose,Feeling sleepy.,"R163
R164",
SE540,A052,Rust-colored Urine,While taking drug,Appears when on drug,"Urine changes color, harmless.","R163
R164",
SE541,A052,Vafinal Itching or Discharge,Few days,May appear during or after treatment,Itchy or unusual vaginal discharge.,"R163
R164",
SE542,A052,Serious Pulmonary Reaction,Weeks to Months,"Rare, usually with long-term use (6+ months)","Cough, fever, chest pain, shortness of breath.",R163,
SE543,A052,Peripheral Neuropathy,Weeks to Months,"Rare, usually with long-term use or kidney problems","Numbness, tingling, or weakness in hands/feet.",R163,
SE544,A052,Hemolytic Anemia,Days ,"Rare, in infants <1 month or G6PD deficiency","Blood cells break down, causing tiredness, pale skin.","R163
R164",
SE545,A052,Liver Problems,Days to Weeks,Rare,"Jaundice, liver inflammation.",R163,
SE546,A052,Allergic Reactions,Minutes to Hours,"Rare, can happen anytime","Rash, swelling, anaphylaxis.","R163
R164",
SE547,A053,Nausea,Short-term; may last a few hours to a few days,"Commonly appears early in treatment, especially if taken without food",A feeling of sickness in the stomach that may make the patient feel like vomiting. It may improve when the medicine is taken with meals.,R165,
SE548,A053,Emesis,Short-term; may occur occasionally during treatment,"May occur after taking a dose, especially if stomach upset happens",Throwing up stomach contents. It may be mild or moderate and often happens together with nausea.,R165,
SE549,A053,Anorexia,May last during the period of treatment,Can develop gradually while taking the medicine,Reduced desire to eat or feeling full quickly. The patient may eat less than usual because of stomach discomfort.,R165,
SE550,A053,Abdominal Pain,Usually temporary; may last several hours to days,Can appear during early treatment,"Pain or discomfort in the stomach or lower belly area. It may feel like cramping, pressure, or aching.",R165,
SE551,A053,Diarrhea,Usually short-term; may last a few days,May occur anytime during treatment,Passing loose or watery stools more often than normal. It may be mild but should be monitored if severe or persistent.,R165,
SE552,A053,Pulmonary Hypersensitivity Reaction,Can occur suddenly and may become serious if not treated,"May appear during therapy, especially with prolonged use","An allergic-type reaction affecting the lungs. Symptoms may include cough, chest pain, fever, or difficulty breathing. Immediate medical attention is needed.",R165,
SE553,A053,Peripheral Neuropathy,May develop gradually and can be long-lasting or permanent if not stopped early,More likely with prolonged use or in high-risk patients,"Nerve damage that causes numbness, tingling, burning sensation, or weakness in the hands and feet. Treatment should be stopped if symptoms appear.",R165,
SE554,A053,Exfoliative Dermatitis,Duration varies; may last until medicine is stopped,Rare but serious reaction during treatment,"Severe skin reaction where the skin becomes red, irritated, and may peel off. Medical attention is required immediately.",R165,
SE555,A053,Erythema Multiforme,Duration varies; may resolve after stopping the drug,Rare skin reaction during use,"A skin condition causing red patches, spots, or blister-like lesions on the skin. It may be mild or severe.",R165,
SE556,A053,Lupus-like Syndrome,Nat develop during prolonged therapy; improves after stopping medicine,Rare and usually associated with long-term use,"A reaction that causes symptoms similar to lupus, such as joint pain, muscle pain, fever, and skin rash. Symptoms usually improve when the medicine is discontinued.",R165,
SE557,A036,Megaloblastosis,Not Specified,Not Specified,"Megaloblastosis is a cytomorphological diagnostic sign for megaloblastic anaemia, which is a morphological and functional erythropoiesis abnormality. At all stages of maturity, megaloblasts have various cytomorphological traits that distinguish them from normal erythroid precursor cells (i.e., normoblasts).",R317,
SE558,A036,Leukopenia,Not Specified,Not Specified,"Leukopenia (low white blood cell count) happens when you have a lower-than-normal number of white blood cells. Specifically, you have fewer neutrophils than normal. Neutrophils are white blood cells that act as your immune system’s first line of defense. Without enough white blood cells, you’re more vulnerable to developing infections.",R276,
SE559,A036,Thrombocytopenia,Not Specified,Not Specified,Thrombocytopenia occurs when your bone marrow doesn’t make enough platelets. Platelets are blood cells that form blood clots to help stop bleeding. People with this condition may bleed a lot and the bleeding may be hard to stop. Thrombocytopenia affects people with certain medical conditions like autoimmune disease or who take certain medications.,R140,
SE560,A036,Skin Rash,Not Specified,Not Specified,"Skin rashes can be red, inflamed, bumpy as well as dry, itchy or painful. The main cause is dermatitis, which is when your skin reacts to allergens or irritants. Bacteria, viruses, allergens and conditions including eczema, hives, and psoriasis can be the source of skin rashes.",R116,
SE561,A036,Recurrent Fever,Not Specified,Not Specified,"SAIDs (systemic autoinflammatory diseases) are a group of disorders that cause recurring fevers. They most commonly affect children. Formerly known as “periodic fever syndromes,” most of these conditions are hereditary and result from a genetic variant.","
R318",
SE562,A036,Neutropenia ,Not Specified,Not Specified,Neutropenia involves having lower-than-normal levels of neutrophils (a type of white blood cell) in your blood.,R139,
SE563,A036,Liver enzyme Values,Not Specified,Not Specified,"If your blood test showed high (elevated) levels of liver enzymes, you could have a medical condition. Elevated liver enzymes may also be temporary. ",R247,
SE564,A004,insomnia,Not Specified,Common,experience disruptions in how you feel or function because you aren’t sleeping well or sleeping enough.,"R008
R202",
SE565,A004,headache,Not Specified,Common,pain in your head or face,"R008
R203",
SE566,A004,dizziness,Not Specified,Common,"sensations, such as feeling faint, woozy, weak or wobbly","R008
R204",
SE567,A004,dyspnea,Not Specified,Common,is the feeling that you can’t get enough air into your lungs,"R008
R205",
SE568,A004,nausea,Not Specified,Common,"feel like your stomach is ready to do somersaults, sending whatever’s inside right back up and out","R008
R206",
SE569,A004,diarrhea,Not Specified,Common,"having a loose, watery stool during a bowel movement","R008
R207",
SE570,A004,constipation,Not Specified,Common,passing fewer than three stools a week or having a difficult time passing stool,"R008
R208",
SE571,A004,abdominal pain,Not Specified,Common,stomachache,"R008
R209",
SE572,A004,vomiting,Not Specified,Common,"muscles in your belly, chest, neck and head work together to push whatever’s in your stomach out","R008
R210",
SE573,A004,dyspepsia,Not Specified,Common,pain or discomfort that happens while your stomach digests food,"R008
R211",
SE574,A004,rash,Not Specified,Common,"can be red, inflamed, bumpy as well as dry, itchy or painful","R008
R212",
SE575,A004,pruritus,Not Specified,Common,causes you to feel the need to scratch your skin to get relief,"R008
R213",
SE576,A004,vaginitis,Not Specified,Common,inflammation or infection of your vagina,"R008
R214",
SE577,A004,edema,Not Specified,Common,"fluid builds up faster in parts of your body than it can drain out, it causes swelling","R008
R215",
SE578,A004,chest pain,Not Specified,Common,pain or discomfort in the area between the neck and belly,"R008
R216",
SE579,A004,genital moniliasis,Not Specified,Uncommon,An overgrowth of the fungus Candida causes a vaginal yeast infection,"R008
R217",
SE580,A004,anemia,Not Specified,Uncommon,a problem of not having enough healthy red blood cells or hemoglobin to carry oxygen to the body's tissues,"R008
R218",
SE581,A004,thrombocytopenia,Not Specified,Uncommon,low blood platelet count,"R008
R219",
SE582,A004,granulocytopenia,Not Specified,Uncommon,due to a decrease in bone marrow production resulting from defects in the growth and differentiation of granulocytes,"R008
R220",
SE583,A004,allergic reaction,Not Specified,Uncommon,"immune system overreacts to something that’s usually not harmful — like pollen, pet dander and certain foods","R008
R221",
SE584,A004,hyperglycemia,Not Specified,Uncommon,high blood sugar,"R008
R222",
SE585,A004,hypoglycemia,Not Specified,Uncommon,condition in which your blood sugar (glucose) level is lower than the standard range,"R008
R223",
SE586,A004,hyperkalemia,Not Specified,Uncommon,condition in which you have high potassium levels in your blood,"R008
R224",
SE587,A004,anxiety,Not Specified,Uncommon,"intense, excessive and persistent worry and fear about everyday situations","R008
R225",
SE588,A004,agitation,Not Specified,Uncommon,state of severe restlessness or inner tension,"R008
R226",
SE589,A004,confusion,Not Specified,Uncommon,symptom that happens because of brain activity disruptions,"R008
R227",
SE590,A004,abnormal dreaming,Not Specified,Uncommon,pattern of repeated frightening and vivid dreams that affects your quality of life,"R008
R228",
SE591,A004,tremor,Not Specified,Uncommon,body movement that’s out of your control,"R008
R229",
SE593,A004,paresthesia,Not Specified,Uncommon,"the feeling of tingling, numbness or “pins and needles","R008
R230",
SE594,A004,vertigo,Not Specified,Uncommon,dizziness and makes you feel like you’re spinning when you’re not,"R008
R231",
SE597,A004,abnormal gait,Not Specified,Uncommon,abnormal patterin in walking,"R008
R232",
SE598,A004,somnolence,Not Specified,Uncommon,"drowsiness or excessive sleepiness, is wanting to fall asleep","R008
R233",
SE599,A004,syncope,Not Specified,Uncommon,fainting,"R008
R234",
SE600,A004,epistaxis,Not Specified,Uncommon,lose blood from the tissue that lines the inside of your nose,"R008
R235",
SE601,A004,cardiac arrest,Not Specified,Uncommon,"your heart stops pumping blood, you become unconscious","R008
R236",
SE602,A004,palpitation,Not Specified,Uncommon,"can feel like pounding, flip-flopping or the wrong amount of heartbeats","R008
R237",
SE603,A004,ventricular tachycardia,Not Specified,Uncommon,"fast, abnormal heart rhythm (arrhythmia) that comes from atypical electrical signals in your heart’s lower chambers","R008
R238",
SE604,A004,ventricular arrhythmia,Not Specified,Uncommon,abnormal heart rhythms that make the lower chambers of your heart twitch instead of pump,"R008
R239",
SE606,A004,gastritis,Not Specified,Uncommon,inflammation in the soft mucous lining of your stomach,"R008
R240",
SE607,A004,stomatitis,Not Specified,Uncommon,inflammation in the tissue lining your mouth or lips,"R008
R241",
SE608,A004,pancreatitis,Not Specified,Uncommon,inflammation in your pancreas,"R008
R242",
SE609,A004,esophagitis,Not Specified,Uncommon,inflammation in your esophagus,"R008
R243",
SE610,A004,gastroenteritis,Not Specified,Uncommon,"inflammation that spreads from your stomach into your intestines, causing pain, vomiting and diarrhea","R008
R244",
SE611,A004,glossitis,Not Specified,Uncommon,"inflammation that makes your tongue swollen, smooth or red","R008
R245",
SE612,A004,pseudomembranous/C. difficile colitis,Not Specified,Uncommon,an inflammatory process that occurs when your colon lining is being injured.,"R008
R246",
SE614,A004,increased hepatic enzymes,Not Specified,Uncommon,high (elevated) levels of liver enzymes,"R008
R247",
SE615,A004,increased alkaline phosphatase,Not Specified,Uncommon,liver disease or certain bone disorders.,"R008
R248",
SE616,A004,urticaria,Not Specified,Uncommon,"a skin rash that’s often very itchy, often results from an allergic reaction to food or something you’ve touched","R008
R249",
SE617,A004,arthralgia,Not Specified,Uncommon,joint pain that can be felt in the joints throughout your body,"R008
R250",
SE618,A004,tendonitis,Not Specified,Uncommon,the connective tissues between your muscles and bones (tendons) inflame,"R008
R251",
SE619,A004,myalgia,Not Specified,Uncommon,muscle pain,"R008
R252",
SE620,A004,skeletal pain,Not Specified,Uncommon,"pain affects bones, joints, ligaments, tendons or muscles","R008
R253",
SE621,A004,abnormal renal function,Not Specified,Uncommon,condition in which one or both of your kidneys no longer work on their own,"R008
R254",
SE622,A004,acute renal failure,Not Specified,Uncommon,when the kidneys suddenly can't filter waste products from the blood,"R008
R255",
SE623,A005,insomnia,Not Specified,Common,experience disruptions in how you feel or function because you aren’t sleeping well or sleeping enough.,"R008
R202",
SE624,A005,headache,Not Specified,Common,pain in your head or face,"R008
R203",
SE625,A005,dizziness,Not Specified,Common,"sensations, such as feeling faint, woozy, weak or wobbly","R008
R204",
SE626,A005,dyspnea,Not Specified,Common,is the feeling that you can’t get enough air into your lungs,"R008
R205",
SE627,A005,nausea,Not Specified,Common,"feel like your stomach is ready to do somersaults, sending whatever’s inside right back up and out","R008
R206",
SE628,A005,diarrhea,Not Specified,Common,"having a loose, watery stool during a bowel movement","R008
R207",
SE629,A005,constipation,Not Specified,Common,passing fewer than three stools a week or having a difficult time passing stool,"R008
R208",
SE630,A005,abdominal pain,Not Specified,Common,stomachache,"R008
R209",
